Plot	Analyser	Subplot number	Position length (cm)	Position width (cm)	Permafrost	Soil type	Total cover (%)	Vegetation height 1 (cm)	Vegetation height 2 (cm)	Vegetation height 3 (cm)	Vegetation height 4 (cm)	Biomass	Carbon (%)	Nitrogen (%)	pH	Soil depth (cm)	Soil temperature 1	Soil temperature 2	Soil temperature 3	Soil compaction 1	Soil compaction 2	Soil compaction 3	Moisture	Topography	Stress condition	Images	Comments	Insert user	Insert time	Update user	Update time
13098 - Vöktun náttúruverndarsvæða - FG2-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	4	3390	230	false	Áfoksjörð	100	7	7	9	8					110							Deiglendi	Jafnlendi				na.linda	28-11-2025 14:36		
13098 - Vöktun náttúruverndarsvæða - FG2-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	5	3550	280	false	Áfoksjörð	100	9	8	6	7					110							Deiglendi	Jafnlendi				na.linda	28-11-2025 14:42		
13098 - Vöktun náttúruverndarsvæða - FG2-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	6	3890	-160	false	Áfoksjörð	100	8	9	6	7					110							Deiglendi	Jafnlendi				na.linda	28-11-2025 14:53		
13098 - Vöktun náttúruverndarsvæða - FG2-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	01-12-2025 08:57		
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	1	110	290	false	Áfoksjörð	100	14	20	15	21					110							Þurrlendi	Toppur			Jarðvegsdýpt >110cm	na.margret	01-12-2025 09:22	na.margret	01-12-2025 09:41
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	2	720	360	false	Áfoksjörð	100	9	7	20	21					110							Þurrlendi	Jafnlendi			Jarðvegsdýpt >110cm	na.margret	01-12-2025 09:31	na.margret	01-12-2025 09:40
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	3	1520	-30	false	Áfoksjörð	100	5	3	6	2					55							Þurrlendi	Jafnlendi				na.margret	01-12-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	220	-340	false	Áfoksjörð	100	22	15	21	22					60							Þurrlendi	Hlíð				nave.huldaba	01-12-2025 15:30	nave.huldaba	05-12-2025 10:52
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	4	2540	-260	false	Áfoksjörð	100	15	17	25	21					110							Þurrlendi	Hlíð			Jarðvegsdýpt >110cm	na.margret	02-12-2025 09:31		
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	5	3270	60	false	Áfoksjörð	100	7	4	5	2					88							Þurrlendi	Jafnlendi				na.margret	02-12-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	6	3620	250	false	Áfoksjörð	100	11	16	16	4					34							Þurrlendi	Jafnlendi				na.margret	02-12-2025 09:47		
13098 - Vöktun náttúruverndarsvæða - FG2-5 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	02-12-2025 09:51		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	1	580	20	false	Melajörð	5	0	0	0	2					23							Þurrlendi	Jafnlendi				na.margret	02-12-2025 10:46		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	2	1060	140	false	Melajörð	17	0	1	0	2					20							Þurrlendi	Jafnlendi				na.margret	02-12-2025 10:59		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	3	1540	-230	false	Melajörð	38	5	1	0	0.5					20							Þurrlendi	Jafnlendi				na.margret	02-12-2025 11:20		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	4	2810	-460	false	Melajörð	27	0	1	0	1					34							Þurrlendi	Jafnlendi				na.margret	02-12-2025 11:28		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	5	3550	280	false	Melajörð	17	0	0	0	2					10							Þurrlendi	Jafnlendi				na.margret	02-12-2025 11:41		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	6	3890	-160	false	Melajörð	41	0	0	0	0.5					15							Þurrlendi	Jafnlendi				na.margret	02-12-2025 11:48		
13098 - Vöktun náttúruverndarsvæða - FA9-1 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	02-12-2025 11:54		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	1	850	330	false	Eyrarjörð	100	2	4	6	6					22							Þurrlendi	Jafnlendi				na.margret	02-12-2025 13:41		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	2	1080	-480	false	Eyrarjörð	99	5	5	5	3					52							Þurrlendi	Jafnlendi				na.margret	02-12-2025 13:49		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	3	1380	10	false	Eyrarjörð	100	3	5	4	3					28							Þurrlendi	Jafnlendi				na.margret	02-12-2025 13:56		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	4	2090	-260	false	Eyrarjörð	97	8	3	3	5					68							Þurrlendi	Jafnlendi				na.margret	02-12-2025 14:06		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	5	2790	-180	false	Eyrarjörð	99	4	5	8	4					49							Þurrlendi	Jafnlendi				na.margret	02-12-2025 14:14		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	6	2900	-40	false	Eyrarjörð	100	4	8	2	8					57							Þurrlendi	Jafnlendi				na.margret	02-12-2025 14:22		
13098 - Vöktun náttúruverndarsvæða - FD1-8 - 16-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	02-12-2025 14:28		
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	1	450	320	false	Lífræn jörð	100	10	5	7	33					110							Deiglendi	Jafnlendi			Jarðvegsdýpt >110cm	na.margret	03-12-2025 10:40		
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	2	1950	130	false	Lífræn jörð	100	4	9	18	7					110							Deiglendi	Jafnlendi			Jarðvegsdýpt >110cm	na.margret	03-12-2025 10:48		
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	3	1960	30	false	Lífræn jörð	100	8	21	10	6					110							Deiglendi	Hlíð			Jarðvegsdýpt >110cm	na.margret	03-12-2025 10:56	na.margret	03-12-2025 11:36
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	4	2020	110	false	Lífræn jörð	100	8	6	10	9					110							Deiglendi	Jafnlendi			Jarðvegsdýpt >110cm	na.margret	03-12-2025 11:06		
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	5	2180	20	false	Lífræn jörð	100	9	7	9	6					110							Deiglendi	Jafnlendi			Jarðvegsdýpt >110cm	na.margret	03-12-2025 11:15		
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	6	3570	-410	false	Lífræn jörð	100	4	8	8	40					110							Deiglendi	Jafnlendi			Jarðvegsdýpt >110cm	na.margret	03-12-2025 11:37		
13098 - Vöktun náttúruverndarsvæða - FT10-3 - 17-07-2025	Guðrún Óskarsdóttir (gudrun@na.is)	0			false																						Utan reita	na.margret	03-12-2025 13:22		
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	370	-160	false	Áfoksjörð	100	17	16	24	19					80							Þurrlendi	Hlíð				nave.huldaba	02-12-2025 08:39	nave.huldaba	05-12-2025 10:52
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1630	300	false	Áfoksjörð	100	22	20	19	31					33							Þurrlendi	Hlíð				nave.huldaba	04-12-2025 15:32	nave.huldaba	05-12-2025 10:52
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2500	-370	false	Áfoksjörð	100	24	12	12	27					70							Þurrlendi	Hlíð				nave.huldaba	04-12-2025 15:53	nave.huldaba	05-12-2025 10:53
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	3430	20	false	Áfoksjörð	100	31	33	23	27					30							Þurrlendi	Hlíð				nave.huldaba	04-12-2025 15:57	nave.huldaba	05-12-2025 10:53
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3720	380	false	Áfoksjörð	100	21	14	27	27					26							Þurrlendi	Hlíð				nave.huldaba	05-12-2025 09:57	nave.huldaba	05-12-2025 10:53
13098 - Vöktun náttúruverndarsvæða - VF-04 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	0			false																							nave.huldaba	05-12-2025 10:03		
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	260	290	false	Áfoksjörð	100	11	7	30	14					56							Deiglendi	Jafnlendi				nave.huldaba	05-12-2025 11:24		
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1210	10	false	Lífræn jörð	60	27	22	30	10					57							Deiglendi	Jafnlendi				nave.huldaba	05-12-2025 11:48	nave.huldaba	05-12-2025 11:55
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1380	50	false	Lífræn jörð	90	6	5	21	27					50							Deiglendi	Jafnlendi				nave.huldaba	05-12-2025 11:56		
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2180	270	false	Lífræn jörð	100	5	5	5	5					50							Deiglendi	Jafnlendi				nave.huldaba	05-12-2025 12:02		
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	3330	-260	false	Lífræn jörð	50	0	0	0	8					38							Deiglendi	Jafnlendi				nave.huldaba	05-12-2025 12:07		
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3640	-140	false	Áfoksjörð	50	0	0	0	17					44							Deiglendi	Jafnlendi				nave.huldaba	05-12-2025 12:15		
13098 - Vöktun náttúruverndarsvæða - VF-12 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	0			false																							nave.huldaba	05-12-2025 12:18		
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	290	-390	false	Sandjörð	0	0	0	0	0												Þurrlendi	Jafnlendi				nave.huldaba	08-12-2025 10:40	nave.huldaba	08-12-2025 10:41
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1970	-220	false	Sandjörð	0	0	0	0	0												Þurrlendi	Jafnlendi				nave.huldaba	08-12-2025 10:48	nave.huldaba	08-12-2025 10:48
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	820	-450	false	Sandjörð	0	0	0	0	0												Þurrlendi	Jafnlendi				nave.huldaba	08-12-2025 10:41	nave.huldaba	08-12-2025 10:48
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2330	-250	false	Sandjörð	0	0	0	0	0												Þurrlendi	Jafnlendi				nave.huldaba	08-12-2025 10:49		
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	2890	-440	false	Sandjörð	0	0	0	0	0												Þurrlendi	Jafnlendi				nave.huldaba	08-12-2025 10:53		
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3860	-110	false	Sandjörð	0	0	0	0	0												Þurrlendi	Jafnlendi				nave.huldaba	08-12-2025 10:53		
13098 - Vöktun náttúruverndarsvæða - VF-05 - 24-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	0			false																							nave.huldaba	08-12-2025 10:54		
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	230	350	false	Lífræn jörð	100	20	20	22	20					110							Flói	Hlíð				nave.huldaba	09-12-2025 09:04		
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1260	390	false	Lífræn jörð	100	16	13	10	17					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:11		
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1760	40	false	Lífræn jörð	100	34	18	10	26					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:14	nave.huldaba	09-12-2025 09:16
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2130	280	false	Lífræn jörð	100	17	16	18	30					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:19		
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	2740	-280	false	Lífræn jörð	100	35	30	21	16					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:22		
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3490	-110	false	Lífræn jörð	100	22	20	23	25					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:24		
13098 - Vöktun náttúruverndarsvæða - VF-40-06 - 25-06-2025	Hulda Birna Albertsdóttir (huldaba@ni.is)	0			false																							nave.huldaba	09-12-2025 09:28		
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	160	250	false	Lífræn jörð	100	41	27	24	23					110							Flói	Toppur				nave.huldaba	09-12-2025 09:43		
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1350	-330	false	Lífræn jörð	95	30	34	27	20					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:55		
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1400	-370	false	Lífræn jörð	95	38	25	2721	0					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 09:59	nave.huldaba	09-12-2025 10:27
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2400	-60	false	Lífræn jörð	100	29	30	14	25					110							Flói	Toppur				nave.huldaba	09-12-2025 10:24	nave.huldaba	09-12-2025 10:27
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	2900	-140	false	Lífræn jörð	100	25	20	30	18					110							Flói	Jafnlendi				nave.huldaba	09-12-2025 10:28		
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3490	-420	false	Lífræn jörð	100	20	30	22	24					110							Flói	Toppur				nave.huldaba	09-12-2025 10:31		
13098 - Vöktun náttúruverndarsvæða - VF-41-07 - 25-06-2025	Hulda Birna Albertsdóttir (huldaba@ni.is)	0			false																							nave.huldaba	09-12-2025 10:33		
13098 - Vöktun náttúruverndarsvæða - VF-65-05 - 10-08-2022	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3900	-290	false	Lífræn jörð	100	5	3	5	7					110							Deiglendi	Hlíð				nave.huldaba	17-10-2022 09:57	nave.huldaba	09-12-2025 14:17
13098 - Vöktun náttúruverndarsvæða - VF-65-05 - 10-08-2022	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	2900	260	false	Lífræn jörð	100	4	4	4	5					110							Deiglendi	Jafnlendi				nave.huldaba	17-10-2022 09:55	nave.huldaba	09-12-2025 14:17
13098 - Vöktun náttúruverndarsvæða - VF-65-05 - 10-08-2022	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2700	250	false	Lífræn jörð	100	5	6	6	4					110							Deiglendi	Jafnlendi				nave.huldaba	17-10-2022 09:54	nave.huldaba	09-12-2025 14:17
13098 - Vöktun náttúruverndarsvæða - VF-65-05 - 10-08-2022	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1800	90	false	Lífræn jörð	2	0	0	5	0					110							Flói	Hlíð				nave.huldaba	17-10-2022 09:51	nave.huldaba	09-12-2025 14:17
13098 - Vöktun náttúruverndarsvæða - VF-65-05 - 10-08-2022	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1200	-260	false	Lífræn jörð	100	5	6	5	5					110							Deiglendi	Jafnlendi				nave.huldaba	17-10-2022 09:49	nave.huldaba	09-12-2025 14:18
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	350	-280	false	Lífræn jörð	100	15	18	23	42					22							Þurrlendi	Jafnlendi				nave.huldaba	10-12-2025 10:57		
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	2	1550	-390	false	Lífræn jörð	100	19	16	14	25					22							Þurrlendi	Jafnlendi				nave.huldaba	10-12-2025 11:09		
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	2090	-430	false	Lífræn jörð	100	25	20	19	16					20							Þurrlendi	Jafnlendi				nave.huldaba	10-12-2025 11:17		
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	2550	140	false	Lífræn jörð	100	29	22	26	45					18							Þurrlendi	Hlíð				nave.huldaba	10-12-2025 11:23		
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	3490	40	false	Lífræn jörð	100	23	25	54	34					20							Þurrlendi	Hlíð				nave.huldaba	10-12-2025 11:28		
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	385	190	false	Lífræn jörð	100	30	26	30	17					55							Þurrlendi	Hlíð				nave.huldaba	10-12-2025 11:37		
13098 - Vöktun náttúruverndarsvæða - HEY01 - 05-07-2023	Hulda Birna Albertsdóttir (huldaba@ni.is)	0			false																							nave.huldaba	10-12-2025 11:41		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	280	-430	false	Lífræn jörð	100	30	16	40	27					110							Flói	Jafnlendi				nave.huldaba	10-12-2025 11:47		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	2	1350	-290	false	Lífræn jörð	100	28	32	28	26					110							Flói	Jafnlendi				nave.huldaba	10-12-2025 11:53		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1520	110	false	Lífræn jörð	100	23	36	22	55					110							Flói	Jafnlendi				nave.huldaba	10-12-2025 11:58		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	210	-180	false	Lífræn jörð	100	52	27	26	27					110							Flói	Jafnlendi				nave.huldaba	10-12-2025 12:02		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	3020	280	false	Lífræn jörð	100	35	37	32	47					110							Flói	Jafnlendi				nave.huldaba	10-12-2025 12:07		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	3540	420	false	Lífræn jörð	100	30	42	60	60					110							Flói	Jafnlendi				nave.huldaba	10-12-2025 12:46		
13098 - Vöktun náttúruverndarsvæða - AEY01 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	0			false																							nave.huldaba	10-12-2025 12:49		
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	1	80	110	false	Leirujörð	100	3	3	3	3					30							Deiglendi	Jafnlendi				nave.huldaba	10-12-2025 13:02		
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	2	1670	-40	false	Leirujörð	100	4	10	6	7					18							Deiglendi	Jafnlendi				nave.huldaba	10-12-2025 13:04		
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1770	80	false	Leirujörð	100	4	4	6	4					18							Deiglendi	Jafnlendi				nave.huldaba	10-12-2025 13:09		
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1880	330	false	Leirujörð	95	3	4	6	7					10							Deiglendi	Jafnlendi				nave.huldaba	10-12-2025 13:12		
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	3150	3220	false	Leirujörð	15	0	0	4	4					12							Deiglendi	Jafnlendi			Dauður þari í stærstum hluta reits.	nave.huldaba	10-12-2025 13:16	nave.huldaba	10-12-2025 13:47
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	3220	390	false	Klapparjörð	15	0	5	0	5					4							Þurrlendi	Hlíð			Dauður þari í stærstum hluta reits.	nave.huldaba	10-12-2025 13:48		
13098 - Vöktun náttúruverndarsvæða - AEY02 - 03-07-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	0			false																							nave.huldaba	10-12-2025 13:50		
13098 - Vöktun náttúruverndarsvæða - VF-16 - 09-08-2024	Hafdís Sturlaugsdóttir (hafdis@nave.is)	8	3480	-240	false	Melajörð	95	5	2	2	1					14							Þurrlendi	Hlíð				nave.huldaba	18-11-2024 13:24	nave.huldaba	10-12-2025 14:33
13098 - Vöktun náttúruverndarsvæða - VF-30-01 - 09-08-2024	Hafdís Sturlaugsdóttir (hafdis@nave.is)	6	2830	-500	false	Melajörð	90	2	2	7	2					23							Þurrlendi	Jafnlendi				nave.huldaba	15-11-2024 13:59	nave.huldaba	10-12-2025 14:34
13098 - Vöktun náttúruverndarsvæða - VF-22-02 - 08-08-2024	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1630	300	false	Lífræn jörð	100	18	24	23	22					40							Þurrlendi	Hlíð				nave.huldaba	18-11-2024 13:49	nave.huldaba	10-12-2025 14:42
13098 - Vöktun náttúruverndarsvæða - VF-20-01 - 09-08-2024	Hafdís Sturlaugsdóttir (hafdis@nave.is)	4	1600	30	false	Lífræn jörð	100	6	10	7	9					30							Þurrlendi	Hlíð				nave.huldaba	18-11-2024 11:23	nave.huldaba	10-12-2025 14:43
13098 - Vöktun náttúruverndarsvæða - VF-21-10 - 09-08-2024	Hafdís Sturlaugsdóttir (hafdis@nave.is)	3	1260	390	false	Lífræn jörð	100	15	21	14	9					32							Þurrlendi	Hlíð				nave.huldaba	18-11-2024 14:20	nave.huldaba	10-12-2025 14:48
13098 - Vöktun náttúruverndarsvæða - VF-59-01 - 29-06-2023	Hafdís Sturlaugsdóttir (hafdis@nave.is)	5	2010	90	false	Lífræn jörð	100	7	10	6	6					40							Deiglendi	Jafnlendi			Lífræn jörð blönduð sandi.	nave.huldaba	06-10-2023 13:26	nave.huldaba	10-12-2025 14:49
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	1	554	-262	false	Sandjörð	100	0	0	0	0					42							Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 13:46		
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	2	592	-78	false	Sandjörð	100	0	0	0	0					21							Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 13:59		
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	3	1286	61	false	Sandjörð	80	1	0	1	0					20							Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 14:03		
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	4	2434	321	false	Sandjörð	90	1	0	0	4					44							Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 14:07		
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	5	3621	248	false	Sandjörð	20	0	0	0	0					34							Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 14:10		
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	6	3941	31	false	Sandjörð	100	0	9	0	0					42							Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 14:14		
13098 - Vöktun náttúruverndarsvæða - L-10-1 - 14-08-2025	María Rúnarsdóttir (maja@nattsa.is)	0			false	Sandjörð																	Þurrlendi	Hlíð				nattsa.robert.i.arnarsson	16-12-2025 14:16		
13098 - Vöktun náttúruverndarsvæða - L-13-5 - 14-08-2025	Róbert Ívar Arnarsson (robert@nattsa.is)	1	575	22	false	Klapparjörð	80	0	1	0	0					0							Þurrlendi	Toppur				nattsa.robert.i.arnarsson	18-12-2025 13:23		
